0,1,2,anomaly
0.20202,0.011928,0.067098,0
0.20202,0.003198,0.063103,0
0.191919,0.005433,0.064894,0
0.20202,0.017742,0.081565,0
0.212121,0.00456,0.073987,0
0.20202,0.004479,0.068752,0
0.20202,0.006795,0.075227,0
0.20202,0.004515,0.081152,0
0.20202,0.002716,0.068201,0
0.20202,0.00288,0.065721,0
0.20202,0.030097,0.066134,0
0.191919,0.002853,0.064756,0
0.212121,0.00347,0.075778,0
0.20202,0.002226,0.068201,0
0.20202,0.003116,0.072472,0
0.20202,0.005187,0.067649,0
0.242424,0.006686,0.067787,0
0.212121,0.003443,0.088179,0
0.212121,0.003697,0.064618,0
0.191919,0.002289,0.065169,0
0.20202,0.016634,0.075503,0
0.212121,0.003616,0.065583,0
0.20202,0.003198,0.074814,0
0.20202,0.003561,0.071232,0
0.20202,0.003425,0.07385,0
0.212121,0.004161,0.071232,0
0.212121,0.003407,0.069578,0
0.20202,0.004043,0.072196,0
0.212121,0.003852,0.065583,0
0.20202,0.002462,0.071507,0
0.222222,0.022902,0.070681,0
0.212121,0.003343,0.065307,0
0.20202,0.006159,0.066823,0
0.212121,0.003843,0.068201,0
0.222222,0.004642,0.064481,0
0.212121,0.002925,0.071921,0
0.222222,0.004188,0.069854,0
0.222222,0.010093,0.068752,0
0.252525,0.002553,0.068752,0
0.242424,0.004642,0.065996,0
0.232323,0.013064,0.07509,0
0.232323,0.00328,0.068614,0
0.212121,0.002389,0.067512,0
0.232323,0.003252,0.066272,0
0.212121,0.003171,0.066409,0
0.232323,0.003661,0.085561,0
0.242424,0.004878,0.066823,0
0.232323,0.00734,0.08501,0
0.212121,0.002853,0.068201,0
0.212121,0.002417,0.068338,0
0.232323,0.021603,0.066961,0
0.222222,0.002662,0.071645,0
0.232323,0.00337,0.071094,0
0.212121,0.004052,0.068063,0
0.212121,0.00466,0.073987,0
0.242424,0.002426,0.075227,0
0.222222,0.004488,0.065583,0
0.222222,0.002362,0.062965,0
0.222222,0.002925,0.067512,0
0.222222,0.003806,0.066823,0
0.252525,0.015507,0.086387,0
0.252525,0.004015,0.069716,0
0.222222,0.005514,0.073023,0
0.232323,0.005941,0.066823,0
0.232323,0.003434,0.076743,0
0.232323,0.002925,0.06889,0
0.242424,0.002898,0.076605,0
0.212121,0.003543,0.091761,0
0.232323,0.002725,0.066409,0
0.222222,0.003198,0.079636,0
0.242424,0.013073,0.064756,0
0.232323,0.004261,0.070681,0
0.222222,0.003443,0.085836,0
0.242424,0.003915,0.069854,0
0.242424,0.004597,0.065996,0
0.252525,0.003716,0.078121,0
0.252525,0.002734,0.066134,0
0.252525,0.00466,0.080601,0
0.262626,0.004442,0.078534,0
0.242424,0.004288,0.079912,0
0.252525,0.011283,0.07509,0
0.252525,0.004551,0.078534,0
0.252525,0.002435,0.069992,0
0.262626,0.004352,0.086801,0
0.252525,0.002653,0.070681,0
0.252525,0.002353,0.066961,0
0.262626,0.004551,0.09369,0
0.252525,0.003407,0.069165,0
0.242424,0.002553,0.071783,0
0.282828,0.003452,0.074814,0
0.252525,0.009566,0.069441,0
0.242424,0.00298,0.067512,0
0.252525,0.004815,0.084872,0
0.262626,0.015789,0.077707,0
0.282828,0.003289,0.067512,0
0.252525,0.004043,0.079361,0
0.282828,0.00357,0.103748,0
0.242424,0.004515,0.068201,0
0.252525,0.002507,0.076467,0
0.292929,0.005696,0.069578,0
0.272727,0.017869,0.069441,0
0.30303,0.003861,0.068614,0
0.282828,0.008476,0.066685,0
0.333333,0.006877,0.069578,0
0.30303,0.006977,0.064618,0
0.333333,0.006341,0.067649,0
0.30303,0.011846,0.069441,0
0.313131,0.00298,0.069578,0
0.30303,0.005387,0.076881,0
0.323232,0.003325,0.073436,0
0.282828,0.008649,0.084183,0
0.313131,0.002798,0.067787,0
0.282828,0.003361,0.066272,0
0.313131,0.003761,0.067649,0
0.292929,0.003934,0.077845,0
0.282828,0.003688,0.073023,0
0.282828,0.004333,0.100579,0
0.282828,0.002489,0.070405,0
0.282828,0.003161,0.083494,0
0.292929,0.005351,0.074125,0
0.292929,0.011883,0.067787,0
0.313131,0.003161,0.088592,0
0.313131,0.002571,0.065583,0
0.272727,0.006877,0.074814,0
0.323232,0.002989,0.074263,0
0.313131,0.002962,0.094379,0
0.353535,0.003152,0.170708,0
0.373737,0.002907,0.179388,0
0.363636,0.003143,0.079912,0
0.323232,0.002589,0.103885,0
0.323232,0.014971,0.065583,0
0.393939,0.002798,0.073023,0
0.353535,0.002762,0.08749,0
0.313131,0.003661,0.078534,0
0.30303,0.003052,0.081014,0
0.313131,0.004079,0.07137,0
0.333333,0.003189,0.103059,0
0.333333,0.006241,0.069441,0
0.313131,0.003089,0.09121,0
0.30303,0.00347,0.065858,0
0.313131,0.011165,0.090107,0
0.313131,0.00248,0.069854,0
0.313131,0.003116,0.08129,0
0.313131,0.003461,0.086663,0
0.30303,0.003107,0.07509,0
0.30303,0.002298,0.071507,0
0.313131,0.003888,0.066961,0
0.323232,0.003334,0.068614,0
0.313131,0.002444,0.069441,0
0.313131,0.00308,0.079774,0
0.313131,0.017252,0.067787,0
0.313131,0.003307,0.073436,0
0.333333,0.009066,0.077294,0
0.333333,0.003897,0.073298,0
0.333333,0.003461,0.074952,0
0.323232,0.002698,0.079361,0
0.313131,0.003579,0.073574,0
0.343434,0.004015,0.070405,0
0.353535,0.002235,0.09989,0
0.333333,0.003934,0.074814,0
0.343434,0.008222,0.075503,0
0.323232,0.003579,0.069303,0
0.333333,0.004379,0.105952,0
0.333333,0.003979,0.077432,0
0.353535,0.002235,0.104299,0
0.343434,0.003725,0.070543,0
0.343434,0.004833,0.102508,0
0.333333,0.005451,0.068476,0
0.363636,0.002816,0.080876,0
0.363636,0.008258,0.070405,0
0.40404,0.024156,0.068752,0
0.393939,0.004161,0.079498,0
0.373737,0.005324,0.074538,0
0.323232,0.006759,0.071921,0
0.373737,0.004297,0.069165,0
0.333333,0.008421,0.07509,0
0.383838,0.006895,0.070818,0
0.333333,0.005205,0.095068,0
0.363636,0.006777,0.067098,0
0.333333,0.010093,0.095756,0
0.363636,0.013,0.077845,0
0.333333,0.003897,0.082805,0
0.383838,0.01191,0.070956,0
0.333333,0.005278,0.071507,0
0.323232,0.004106,0.067374,0
0.353535,0.004333,0.074952,0
0.313131,0.005024,0.079498,0
0.343434,0.004615,0.085561,0
0.333333,0.001962,0.071645,0
0.333333,0.003888,0.068201,0
0.333333,0.009984,0.093965,0
0.333333,0.002117,0.076192,0
0.353535,0.003361,0.080463,0
0.353535,0.005269,0.08997,0
0.333333,0.003697,0.069854,0
0.363636,0.003043,0.08501,0
0.393939,0.003316,0.086939,0
0.353535,0.005651,0.092174,0
0.343434,0.010629,0.120006,0
0.333333,0.002426,0.070956,0
0.363636,0.00982,0.066961,0
0.343434,0.002189,0.074538,0
0.343434,0.003307,0.076467,0
0.333333,0.004424,0.068201,0
0.333333,0.003325,0.067236,0
0.373737,0.003134,0.069716,0
0.333333,0.004333,0.073436,0
0.343434,0.003416,0.067512,0
0.363636,0.003171,0.069441,0
0.323232,0.002644,0.088592,0
0.343434,0.010793,0.102921,0
0.333333,0.008721,0.070681,0
0.353535,0.253098,0.071783,0
0.333333,0.007622,0.070956,0
0.363636,0.250045,0.07881,0
0.333333,0.003579,0.081703,0
0.343434,0.004006,0.077983,0
0.343434,0.006059,0.086525,0
0.333333,0.006532,0.087352,0
0.343434,0.002398,0.078947,0
0.363636,0.009939,0.070956,0
0.353535,0.260002,0.093276,0
0.363636,0.002889,0.098374,1
0.323232,0.236909,0.07757,1
0.323232,0.004461,0.090659,1
0.363636,0.004524,0.069027,1
0.353535,0.267751,0.067925,1
0.373737,0.006159,0.069716,1
0.333333,0.004515,0.110774,1
0.353535,0.270486,0.067098,1
0.353535,0.01161,0.076192,1
0.353535,0.239217,0.075503,1
0.353535,0.009512,0.072196,1
0.383838,0.004152,0.083081,1
0.373737,0.004915,0.080463,1
0.424242,0.030788,0.107881,1
0.40404,0.278426,0.083907,1
0.40404,0.15224,0.113805,1
0.393939,0.32533,0.073712,1
0.363636,0.006041,0.072058,1
0.40404,0.011483,0.093414,1
0.393939,0.373242,0.074814,1
0.373737,0.019196,0.079085,1
0.434343,0.006014,0.08625,1
0.373737,0.003934,0.090796,1
0.424242,0.013145,0.090659,1
0.373737,0.006105,0.069854,0
0.393939,0.002762,0.07137,0
0.373737,0.007304,0.07137,0
0.383838,0.004797,0.088179,0
0.353535,0.01509,0.083907,0
0.353535,0.003243,0.082116,0
0.353535,0.004315,0.072885,0
0.323232,0.010475,0.084596,0
0.333333,0.003361,0.07881,0
0.363636,0.004688,0.073712,0
0.373737,0.016171,0.075503,0
0.333333,0.006859,0.066823,0
0.333333,0.005269,0.080601,0
0.363636,0.010429,0.087903,0
0.333333,0.015489,0.106641,0
0.343434,0.003425,0.070956,0
0.353535,0.00993,0.093276,0
0.353535,0.011737,0.078121,0
0.353535,0.010011,0.121383,0
0.313131,0.004361,0.071094,0
0.363636,0.0131,0.070267,0
0.333333,0.019014,0.07013,0
0.333333,0.003062,0.090659,0
0.333333,0.009666,0.083219,0
0.363636,0.014726,0.094379,0
0.313131,0.006187,0.087903,0
0.363636,0.002943,0.070681,0
0.333333,0.020241,0.069441,0
0.343434,0.005569,0.079912,0
0.323232,0.004024,0.07137,0
0.323232,0.007268,0.069165,0
0.323232,0.007613,0.072747,0
0.323232,0.006686,0.071507,0
0.333333,0.003034,0.070267,0
0.353535,0.012955,0.10237,0
0.30303,0.006496,0.068338,0
0.313131,0.004824,0.091899,0
0.323232,0.006377,0.075916,0
0.333333,0.009702,0.077983,0
0.323232,0.006178,0.074401,0
0.333333,0.004115,0.072058,0
0.343434,0.024583,0.070405,0
0.343434,0.005424,0.084045,0
0.333333,0.003525,0.077707,0
0.30303,0.012146,0.07261,0
0.323232,0.00685,0.071507,0
0.292929,0.003779,0.080325,0
0.323232,0.00327,0.072196,0
0.30303,0.008176,0.07633,0
0.313131,0.008376,0.069578,0
0.313131,0.006178,0.069716,0
0.323232,0.004533,0.07013,0
0.313131,0.010802,0.077018,0
0.333333,0.003779,0.075365,0
0.282828,0.00873,0.085561,0
0.30303,0.007268,0.084872,0
0.292929,0.018742,0.07385,0
0.313131,0.00347,0.071232,0
0.292929,0.004815,0.089556,0
0.30303,0.01052,0.077845,0
0.292929,0.002943,0.109397,0
0.272727,0.002925,0.070681,0
0.292929,0.004615,0.071232,0
0.282828,0.003825,0.121108,0
0.292929,0.010211,0.069303,0
0.292929,0.004415,0.077983,0
0.292929,0.003443,0.070543,0
0.282828,0.002298,0.081565,0
0.292929,0.004951,0.071921,0
0.272727,0.005796,0.069578,0
0.30303,0.00566,0.075365,0
0.282828,0.001617,0.08625,0
0.272727,0.003752,0.086525,0
0.282828,0.009684,0.072472,0
0.252525,0.010475,0.074401,0
0.282828,0.003579,0.08501,0
0.272727,0.003043,0.075778,0
0.292929,0.002462,0.070956,0
0.252525,0.003152,0.093828,0
0.282828,0.003988,0.093965,0
0.30303,0.003034,0.089556,0
0.282828,0.002834,0.079912,0
0.313131,0.002734,0.07261,0
0.282828,0.003389,0.098925,0
0.30303,0.008957,0.067787,0
0.252525,0.005487,0.086112,0
0.272727,0.003961,0.070267,0
0.272727,0.002725,0.071094,0
0.262626,0.003052,0.094379,0
0.262626,0.003661,0.074538,0
0.292929,0.00357,0.080463,0
0.272727,0.00417,0.07137,0
0.272727,0.002362,0.087352,0
0.252525,0.003479,0.069578,0
0.252525,0.014726,0.069027,0
0.292929,0.004451,0.07261,0
0.252525,0.003743,0.074125,0
0.272727,0.003598,0.076054,0
0.282828,0.003806,0.073161,0
0.232323,0.005142,0.069854,0
0.272727,0.004152,0.07757,0
0.252525,0.006577,0.070405,0
0.242424,0.004324,0.068338,0
0.292929,0.002898,0.079085,0
0.252525,0.008494,0.075365,0
0.262626,0.003234,0.073023,0
0.262626,0.002662,0.079774,0
0.232323,0.005414,0.077845,0
0.262626,0.002616,0.069716,0
0.242424,0.003534,0.083907,0
0.252525,0.00318,0.085836,0
0.242424,0.002607,0.070267,0
0.232323,0.003207,0.070956,0
0.252525,0.002507,0.079912,0
0.232323,0.009248,0.069027,0
0.242424,0.003334,0.079912,0
0.242424,0.006605,0.079085,0
0.212121,0.001917,0.070818,0
0.232323,0.003743,0.070543,0
0.262626,0.004342,0.069716,0
0.20202,0.003625,0.072885,0
0.232323,0.003498,0.075503,0
0.222222,0.004324,0.073023,0
0.222222,0.002907,0.071094,0
0.222222,0.008167,0.073987,0
0.212121,0.005178,0.069578,0
0.212121,0.007422,0.078672,0
0.222222,0.003107,0.070818,0
0.242424,0.007713,0.07509,0
0.242424,0.007686,0.081841,0
0.232323,0.013009,0.072058,0
0.212121,0.002843,0.072885,0
0.242424,0.017851,0.071645,0
0.232323,0.005996,0.075778,0
0.222222,0.01409,0.074263,0
0.181818,0.004397,0.06889,0
0.212121,0.004315,0.069716,0
0.20202,0.006586,0.073436,0
0.191919,0.002725,0.070956,0
0.181818,0.007613,0.077156,0
0.191919,0.003498,0.068338,0
0.181818,0.002208,0.074538,0
0.191919,0.003016,0.070267,0
0.20202,0.00327,0.068614,0
0.181818,0.012455,0.06889,0
0.191919,0.004333,0.081427,0
0.171717,0.003879,0.077432,0
0.191919,0.005124,0.075916,0
0.161616,0.00189,0.070818,0
0.20202,0.004297,0.069441,0
0.171717,0.00347,0.074263,0
0.171717,0.002589,0.074125,0
0.181818,0.002089,0.070267,0
0.181818,0.003897,0.06889,0
0.181818,0.00913,0.069441,0
0.151515,0.003543,0.069441,0
0.171717,0.002662,0.072885,0
0.171717,0.002925,0.06889,0
0.171717,0.001826,0.071921,0
0.171717,0.003488,0.081427,0
0.171717,0.004015,0.073987,0
0.161616,0.007404,0.070543,0
0.181818,0.002871,0.067787,0
0.141414,0.003643,0.070543,0
0.161616,0.0137,0.074814,0
0.171717,0.003189,0.070818,0
0.141414,0.004706,0.069716,0
0.171717,0.002326,0.068752,0
0.151515,0.002516,0.071232,0
0.161616,0.003479,0.070267,0
0.151515,0.003098,0.068614,0
0.151515,0.002843,0.073023,0
0.131313,0.003452,0.068476,0
0.141414,0.003334,0.069854,0
0.141414,0.011138,0.069027,0
0.151515,0.005887,0.072334,0
0.131313,0.003234,0.06889,0
0.151515,0.003171,0.068752,0
0.131313,0.003525,0.068476,0
0.141414,0.004888,0.067374,0
0.151515,0.002653,0.069854,0
0.141414,0.00199,0.076192,0
0.141414,0.003543,0.071094,0
0.151515,0.002162,0.070543,0
0.121212,0.009512,0.074401,0
0.151515,0.00218,0.067925,0
0.121212,0.006005,0.068614,0
0.131313,0.002834,0.069716,0
0.121212,0.002489,0.07013,0
0.141414,0.004188,0.069165,0
0.151515,0.002153,0.06889,0
0.111111,0.00635,0.069441,0
0.131313,0.003488,0.070405,0
0.141414,0.004243,0.072334,0
0.111111,0.008876,0.070543,0
0.121212,0.002907,0.067649,0
0.121212,0.003361,0.068614,0
0.131313,0.003516,0.069027,0
0.111111,0.003252,0.071645,0
0.131313,0.003171,0.069303,0
0.111111,0.002725,0.068752,0
0.111111,0.003688,0.069027,0
0.111111,0.00248,0.069165,0
0.111111,0.003171,0.068063,0
0.121212,0.010029,0.070543,0
0.111111,0.003434,0.068338,0
0.111111,0.005841,0.07013,0
0.121212,0.003479,0.069578,0
0.121212,0.002017,0.068752,0
0.121212,0.003707,0.077156,0
0.121212,0.003443,0.069027,0
0.121212,0.002816,0.075641,0
0.090909,0.002171,0.068476,0
0.10101,0.002671,0.069441,0
0.10101,0.010802,0.067787,0
0.111111,0.002662,0.067374,0
0.111111,0.003516,0.069165,0
0.10101,0.004342,0.067374,0
0.10101,0.002426,0.073987,0
0.111111,0.002589,0.073298,0
0.10101,0.00278,0.069303,0
0.090909,0.004697,0.068201,0
0.10101,0.010747,0.067649,0
0.090909,0.005714,0.07633,0
0.10101,0.012918,0.068063,0
0.10101,0.002371,0.066961,0
0.10101,0.00457,0.067649,0
0.121212,0.008294,0.068338,0
0.121212,0.004079,0.068476,0
0.151515,0.004124,0.070405,0
0.151515,0.004006,0.068063,0
0.10101,0.003806,0.067512,0
0.10101,0.003707,0.068063,0
0.090909,0.003025,0.06889,0
0.10101,0.010029,0.067925,0
0.080808,0.002108,0.067925,0
0.10101,0.003861,0.071507,0
0.070707,0.003816,0.069992,0
0.090909,0.002444,0.067787,0
0.080808,0.002171,0.068614,0
0.080808,0.004124,0.067374,0
0.10101,0.002135,0.067512,0
0.080808,0.003134,0.067236,0
0.080808,0.001744,0.068338,0
0.080808,0.01022,0.068338,0
0.080808,0.002507,0.068063,0
0.080808,0.002444,0.06889,0
0.080808,0.002916,0.068338,0
0.070707,0.002407,0.067649,0
0.080808,0.004479,0.067925,0
0.090909,0.002544,0.069027,0
0.080808,0.002562,0.068201,0
0.070707,0.008013,0.068201,0
0.070707,0.003389,0.068752,0
0.070707,0.012337,0.068338,0
0.070707,0.003161,0.068752,0
0.060606,0.002862,0.067649,0
0.060606,0.002716,0.069716,0
0.070707,0.002589,0.068063,0
0.060606,0.002998,0.068338,0
0.080808,0.002353,0.069441,0
0.070707,0.002653,0.069303,0
0.070707,0.002635,0.068201,0
0.060606,0.003089,0.068476,0
0.070707,0.009602,0.067374,0
0.070707,0.005914,0.068614,0
0.060606,0.002298,0.068338,0
0.060606,0.002371,0.074814,0
0.070707,0.003316,0.067236,0
0.070707,0.00655,0.068063,0
0.070707,0.004224,0.069854,0
0.070707,0.003098,0.06889,0
0.070707,0.006159,0.067649,0
0.060606,0.005296,0.066409,0
0.070707,0.011846,0.068338,0
0.070707,0.004733,0.071921,0
0.060606,0.003052,0.069165,0
0.070707,0.002417,0.067925,0
0.060606,0.002471,0.067925,0
0.060606,0.003616,0.067649,0
0.070707,0.003861,0.067787,0
0.060606,0.00149,0.067374,0
0.060606,0.006523,0.067374,0
0.060606,0.003107,0.067374,0
0.060606,0.011756,0.067098,0
0.060606,0.001962,0.067512,0
0.070707,0.002662,0.067374,0
0.060606,0.001917,0.066961,0
0.080808,0.001871,0.067787,0
0.070707,0.003361,0.067512,0
0.060606,0.002762,0.067787,0
0.060606,0.003161,0.068201,0
0.060606,0.001908,0.068201,0
0.060606,0.002417,0.067649,0
0.060606,0.008312,0.068614,0
0.060606,0.002616,0.067787,0
0.060606,0.00566,0.067512,0
0.060606,0.003216,0.067236,0
0.050505,0.002653,0.067236,0
0.060606,0.001599,0.067374,0
0.060606,0.002062,0.067925,0
0.060606,0.003779,0.067374,0
0.080808,0.001844,0.068614,0
0.050505,0.002862,0.068752,0
0.060606,0.010947,0.070543,0
0.060606,0.002798,0.067098,0
0.050505,0.00189,0.072334,0
0.060606,0.006132,0.068338,0
0.060606,0.004442,0.072747,0
0.060606,0.002362,0.069027,0
0.060606,0.002889,0.067374,0
0.060606,0.003171,0.068614,0
0.050505,0.008785,0.067925,0
0.050505,0.004424,0.067236,0
0.050505,0.015317,0.067649,0
0.050505,0.001862,0.072334,0
0.050505,0.002535,0.068063,0
0.050505,0.003588,0.067787,0
0.050505,0.002353,0.067925,0
0.060606,0.002843,0.067374,0
0.050505,0.002716,0.068476,0
0.060606,0.001926,0.067925,0
0.060606,0.002689,0.067098,0
0.060606,0.002326,0.067512,0
0.050505,0.010211,0.067374,0
0.070707,0.002953,0.067787,0
0.060606,0.003098,0.067787,0
0.060606,0.005069,0.067925,0
0.050505,0.002762,0.07013,0
0.060606,0.002734,0.068752,0
0.060606,0.00159,0.067649,0
0.060606,0.003116,0.067374,0
0.060606,0.002489,0.066961,0
0.060606,0.001999,0.067925,0
0.070707,0.012582,0.068338,0
0.060606,0.003443,0.067649,0
0.070707,0.004206,0.067098,0
0.070707,0.00347,0.067098,0
0.070707,0.004415,0.067512,0
0.070707,0.00784,0.067374,0
0.060606,0.00149,0.067787,0
0.050505,0.005242,0.067787,0
0.060606,0.00258,0.067374,0
0.050505,0.001917,0.069716,0
0.060606,0.01221,0.067374,0
0.050505,0.003016,0.066823,0
0.040404,0.002753,0.067512,0
0.050505,0.001908,0.066685,0
0.040404,0.00238,0.067236,0
0.040404,0.003143,0.066547,0
0.040404,0.002026,0.067374,0
0.040404,0.002689,0.067098,0
0.040404,0.002099,0.066272,0
0.050505,0.003779,0.067374,0
0.040404,0.010829,0.066961,0
0.040404,0.00278,0.066685,0
0.040404,0.00595,0.067649,0
0.040404,0.002353,0.067649,0
0.040404,0.00169,0.066961,0
0.040404,0.003598,0.066823,0
0.040404,0.01112,0.068063,0
0.040404,0.004824,0.066823,0
0.040404,0.00387,0.067512,0
0.060606,0.004842,0.066961,0
0.050505,0.012219,0.066961,0
0.050505,0.001735,0.068063,0
0.040404,0.003225,0.067374,0
0.040404,0.002507,0.067236,0
0.040404,0.000999,0.067098,0
0.050505,0.003298,0.070956,0
0.050505,0.002235,0.067098,0
0.040404,0.003289,0.067374,0
0.050505,0.010656,0.067925,0
0.040404,0.002362,0.069441,0
0.040404,0.012046,0.066823,0
0.040404,0.00159,0.067787,0
0.040404,0.002217,0.066961,0
0.040404,0.002989,0.067098,0
0.040404,0.001899,0.068063,0
0.050505,0.00228,0.066823,0
0.040404,0.001835,0.067098,0
0.040404,0.002753,0.066685,0
0.040404,0.001463,0.066685,0
0.040404,0.003116,0.067236,0
0.040404,0.010565,0.068063,0
0.040404,0.001953,0.067649,0
0.040404,0.002089,0.067925,0
0.040404,0.005642,0.066685,0
0.040404,0.002071,0.067236,0
0.040404,0.002317,0.066961,0
0.040404,0.002099,0.067649,0
0.040404,0.001608,0.068476,0
0.040404,0.003025,0.067374,0
0.040404,0.002289,0.067374,0
0.040404,0.010556,0.067649,0
0.040404,0.004043,0.06889,0
0.040404,0.002344,0.067236,0
0.040404,0.004279,0.069716,0
0.030303,0.002262,0.066823,0
0.040404,0.002843,0.066961,0
0.040404,0.001681,0.067925,0
0.040404,0.010175,0.069854,0
0.040404,0.003007,0.068063,0
0.030303,0.001372,0.067374,0
0.040404,0.011637,0.066823,0
0.040404,0.003525,0.066547,0
