0,1,2,3,4,anomaly
0.180023,0.288136,0.0,0.079544,0.999928,0
0.1777,0.29096,0.000489,0.07867,0.999928,0
0.178862,0.289077,0.000244,0.072264,0.999928,0
0.174216,0.288136,0.000122,0.064834,0.999928,0
0.180023,0.289077,0.002345,0.049068,0.999928,0
0.1777,0.289077,0.000122,0.072227,0.999928,0
0.175377,0.288136,0.0,0.069697,0.999928,0
0.1777,0.285311,0.000122,0.079236,0.999928,0
0.170732,0.283427,0.0,0.065554,0.999928,0
0.168409,0.284369,0.0,0.06742,0.999928,0
0.164925,0.283427,0.000122,0.071044,0.999928,0
0.163763,0.282486,0.0,0.058391,0.999928,0
0.159117,0.280603,0.000611,0.05206,0.999928,0
0.156794,0.277778,0.000366,0.058536,0.999928,0
0.159117,0.278719,0.0,0.069477,0.999928,0
0.156794,0.277778,0.000244,0.062183,0.999928,0
0.154472,0.279661,0.000122,0.088667,0.999928,0
0.156794,0.279661,0.000366,0.055712,0.999928,0
0.152149,0.277778,0.000122,0.037201,0.999928,0
0.148664,0.277778,0.000122,0.056563,0.999928,0
0.142857,0.277778,0.000122,0.066448,0.999928,0
0.139373,0.275895,0.000244,0.057966,0.999928,0
0.142857,0.275895,0.0,0.058765,0.999928,0
0.13705,0.275895,0.000366,0.052271,0.999928,0
0.134727,0.276836,0.0,0.056376,0.995335,0
0.131243,0.276836,0.0,0.062094,0.999928,0
0.126597,0.275895,0.000122,0.056521,0.970286,0
0.126597,0.274953,0.0,0.052121,0.990454,0
0.131243,0.274011,0.000122,0.053547,0.972942,0
0.132404,0.274011,0.000122,0.051074,0.999928,0
0.127758,0.274953,0.000244,0.061566,0.962607,0
0.119628,0.276836,0.0,0.044789,0.985,0
0.117305,0.275895,0.000122,0.046978,0.942654,0
0.111498,0.274953,0.000122,0.05012,0.973444,0
0.111498,0.276836,0.000244,0.050699,0.934544,0
0.109175,0.276836,0.0,0.058284,0.979043,0
0.108014,0.276836,0.0,0.055516,0.914448,0
0.108014,0.276836,0.0,0.048427,0.966124,0
0.103368,0.275895,0.000122,0.052107,0.913945,0
0.106852,0.276836,0.000122,0.046206,0.977894,0
0.111498,0.275895,0.000122,0.056633,0.87849,0
0.117305,0.274953,0.0,0.050227,0.969282,0
0.117305,0.27307,0.0,0.045523,0.858178,0
0.110337,0.271186,0.000244,0.046192,0.962679,0
0.110337,0.272128,0.000366,0.051382,0.830187,0
0.111498,0.271186,0.000122,0.053327,0.96799,0
0.111498,0.27307,0.000122,0.04853,0.854159,0
0.105691,0.274011,0.000244,0.042451,0.96153,0
0.10453,0.272128,0.000244,0.046108,0.863561,0
0.098722,0.272128,0.000244,0.040572,0.945812,0
0.098722,0.272128,0.0,0.041343,0.817914,0
0.101045,0.272128,0.0,0.06411,0.960167,0
0.097561,0.271186,0.0,0.032576,0.851001,0
0.098722,0.270245,0.000122,0.050887,0.95909,0
0.095238,0.27307,0.000122,0.0561,0.833202,0
0.097561,0.274953,0.0,0.048609,0.954281,0
0.097561,0.274953,0.0,0.051569,0.805857,0
0.095238,0.274953,0.0,0.049806,0.920261,0
0.094077,0.275895,0.0,0.048376,0.846408,0
0.091754,0.277778,0.000122,0.047922,0.896864,0
0.094077,0.275895,0.000122,0.062473,0.827245,0
0.091754,0.275895,0.0,0.063362,0.909711,0
0.089431,0.276836,0.000366,0.03569,0.816622,0
0.088269,0.275895,0.000122,0.048516,0.895285,0
0.089431,0.276836,0.0,0.049914,0.800474,0
0.089431,0.276836,0.000122,0.059476,0.889973,0
0.085947,0.274953,0.0,0.055324,0.798608,0
0.089431,0.274011,0.0,0.048399,0.897079,0
0.092915,0.27307,0.0,0.053047,0.793655,0
0.090592,0.274011,0.016892,0.049647,0.90239,0
0.090592,0.27307,0.0,0.057358,0.821288,0
0.088269,0.27307,0.0,0.056474,0.88093,0
0.089431,0.27307,0.000122,0.047249,0.825737,0
0.085947,0.27307,0.000366,0.046459,0.848633,0
0.084785,0.274011,0.0,0.031879,0.816766,0
0.080139,0.274953,0.0,0.077417,0.818417,0
0.078978,0.274953,0.000122,0.061145,0.799182,0
0.075494,0.274953,0.001722,0.051616,0.999928,0
0.077816,0.274011,0.0,0.056035,0.999928,0
0.075494,0.274953,0.000244,0.045472,0.999928,0
0.080139,0.274011,0.0,0.058438,0.999928,0
0.082462,0.274011,0.0,0.029485,0.99311,0
0.083624,0.274011,0.000366,0.049891,0.999928,0
0.084785,0.274011,0.0,0.044976,0.985143,0
0.081301,0.275895,0.0,0.047698,0.999928,0
0.082462,0.275895,0.0,0.048871,0.993612,0
0.083624,0.274953,0.000122,0.045486,0.999928,0
0.081301,0.27307,0.0,0.041708,0.932678,0
0.081301,0.272128,0.0,0.044541,0.999928,0
0.078978,0.272128,0.0,0.039964,0.971219,0
0.080139,0.290019,0.0,0.052084,0.989952,0
0.078978,0.289077,0.0,0.049175,0.941075,0
0.082462,0.270245,0.000122,0.04147,0.961745,0
0.080139,0.270245,0.0,0.037495,0.964329,0
0.081301,0.270245,0.0,0.040857,0.924639,0
0.080139,0.271186,0.0,0.04276,0.974808,0
0.077816,0.270245,0.0,0.040207,0.942726,0
0.074332,0.272128,0.0,0.036831,0.945812,0
0.070848,0.272128,0.0,0.040656,0.93519,0
0.069686,0.27307,0.0,0.018315,0.970143,0
0.068525,0.27307,0.0,0.045888,0.961458,0
0.073171,0.274011,0.0,0.042676,0.924209,0
0.076655,0.272128,0.0,0.03742,0.952272,0
0.076655,0.272128,0.0,0.036509,0.874901,0
0.074332,0.27307,0.0,0.037135,0.932678,0
0.081301,0.27307,0.0,0.040497,0.894495,0
0.077816,0.27307,0.000733,0.039295,0.922486,0
0.075494,0.274011,0.001722,0.036139,0.909137,0
0.080139,0.27307,0.0,0.036597,0.869447,0
0.077816,0.272128,0.0,0.033881,0.863705,0
0.075494,0.27307,0.0,0.041175,0.791215,0
0.075494,0.272128,0.0,0.044691,0.854303,0
0.070848,0.271186,0.000122,0.035662,0.806431,0
0.068525,0.270245,0.0,0.02898,0.81856,0
0.067364,0.271186,0.0,0.037757,0.801479,0
0.069686,0.269303,0.0,0.03648,0.783535,0
0.065041,0.266478,0.0,0.038865,0.761717,0
0.066202,0.265537,0.000122,0.032268,0.701931,0
0.063879,0.263653,0.0,0.036364,0.732075,0
0.066202,0.264595,0.0,0.026086,0.645805,0
0.065041,0.265537,0.0,0.037434,0.706955,0
0.062718,0.26742,0.0,0.03988,0.742697,0
0.061556,0.26742,0.0,0.03201,0.690519,0
0.059233,0.26742,0.0,0.030509,0.691954,0
0.059233,0.268362,0.0,0.033712,0.713199,0
0.056911,0.268362,0.0,0.041208,0.724324,0
0.059233,0.268362,0.0,0.034531,0.655351,0
0.056911,0.268362,0.001844,0.015061,0.667982,0
0.053426,0.26742,0.0,0.033315,0.627072,0
0.053426,0.269303,0.0,0.029509,0.693964,0
0.052265,0.271186,0.0,0.04117,0.647312,0
0.052265,0.271186,0.0,0.044976,0.623914,0
0.052265,0.272128,0.0,0.030028,0.622838,0
0.051103,0.271186,0.0,0.028606,0.58243,0
0.049942,0.272128,0.000244,0.02877,0.627288,0
0.04878,0.271186,0.001722,0.035517,0.582,0
0.046458,0.271186,0.000122,0.038234,0.655135,0
0.047619,0.271186,0.000244,0.031286,0.598435,0
0.047619,0.270245,0.0,0.032875,0.604823,0
0.052265,0.269303,0.0,0.027302,0.620398,0
0.049942,0.266478,0.000122,0.021873,0.581641,0
0.052265,0.266478,0.0,0.043013,0.559463,0
0.049942,0.265537,0.002699,0.030224,0.496663,0
0.04878,0.264595,0.0,0.044757,0.538075,0
0.04878,0.266478,0.0,0.022696,0.529534,0
0.046458,0.26742,0.0,0.038482,0.549272,0
0.045296,0.26742,0.0,0.034227,0.527022,0
0.041812,0.26742,0.0,0.027914,0.497667,0
0.039489,0.26742,0.0,0.032927,0.473408,0
0.039489,0.26742,0.000122,0.02589,0.479868,0
0.037166,0.266478,0.0,0.033165,0.500323,0
0.034843,0.26742,0.0,0.032618,0.44513,0
0.033682,0.26742,0.0,0.024707,0.499533,0
0.03252,0.266478,0.0,0.02531,0.508003,0
0.036005,0.266478,0.000122,0.025352,0.519845,0
0.036005,0.26742,0.0,0.031552,0.487045,0
0.041812,0.268362,0.000122,0.029724,0.49171,0
0.042973,0.271186,0.0,0.023276,0.470753,0
0.041812,0.272128,0.0,0.009174,0.378454,0
0.041812,0.27307,0.0,0.022126,0.387641,0
0.04065,0.27307,0.0,0.031889,0.378023,0
0.039489,0.272128,0.0,0.030944,0.447858,0
0.041812,0.269303,0.000244,0.044476,0.461781,0
0.04065,0.266478,0.0,0.034755,0.390871,0
0.04065,0.265537,0.0,0.029626,0.38233,0
0.039489,0.263653,0.0,0.028111,0.372569,0
0.039489,0.262712,0.000122,0.02639,0.417498,0
0.038328,0.262712,0.0,0.022182,0.325558,0
0.04065,0.26177,0.000122,0.027816,0.361803,0
0.046458,0.262712,0.0,0.022187,0.417642,0
0.046458,0.263653,0.000244,0.040095,0.431206,0
0.044135,0.265537,0.0,0.018105,0.510299,0
0.046458,0.265537,0.000122,0.025726,0.462499,0
0.046458,0.265537,0.0,0.021602,0.446709,0
0.046458,0.266478,0.0,0.022944,0.376803,0
0.04878,0.266478,0.0,0.028073,0.450585,0
0.047619,0.266478,0.000122,0.02582,0.450944,0
0.052265,0.266478,0.0,0.018638,0.476854,0
0.053426,0.272128,0.0,0.032001,0.473911,0
0.058072,0.279661,0.0,0.031735,0.410106,0
0.060395,0.280603,0.000122,0.045327,0.39288,0
0.056911,0.282486,0.0,0.04219,0.358932,0
0.053426,0.281544,0.0,0.020957,0.400416,0
0.052265,0.280603,0.0,0.02106,0.341994,0
0.052265,0.279661,0.0,0.022336,0.397761,0
0.049942,0.274011,0.0,0.040866,0.411756,0
0.049942,0.268362,0.0,0.03713,0.406086,0
0.049942,0.266478,0.0,0.032464,0.349602,0
0.04878,0.266478,0.000122,0.028522,0.327855,0
0.047619,0.268362,0.0,0.011479,0.424891,0
0.047619,0.268362,0.000122,0.048151,0.362018,0
0.049942,0.268362,0.0,0.025932,0.375583,0
0.046458,0.269303,0.0,0.034479,0.358573,0
0.046458,0.269303,0.0,0.031057,0.360296,0
0.049942,0.270245,0.0,0.032029,0.368908,0
0.04878,0.270245,0.0,0.044027,0.327281,0
0.045296,0.271186,0.0,0.042115,0.319744,0
0.045296,0.270245,0.0,0.034376,0.31106,0
0.046458,0.269303,0.0,0.039183,0.374148,0
0.047619,0.269303,0.0,0.033694,0.313859,0
0.047619,0.26742,0.0,0.045832,0.321108,0
0.047619,0.266478,0.0,0.027835,0.330223,0
0.046458,0.268362,0.0,0.040941,0.345941,0
0.045296,0.269303,0.0,0.031239,0.32362,0
0.042973,0.270245,0.0,0.037748,0.272447,0
0.044135,0.271186,0.0,0.04392,0.331515,0
0.042973,0.272128,0.000122,0.038365,0.307256,0
0.041812,0.271186,0.0,0.02971,0.337759,0
0.045296,0.270245,0.0,0.026231,0.302878,0
0.045296,0.270245,0.0,0.033221,0.282782,0
0.042973,0.270245,0.0,0.046618,0.298931,0
0.041812,0.270245,0.0,0.028634,0.305964,0
0.04065,0.269303,0.0,0.040913,0.298787,0
0.039489,0.26742,0.0,0.031239,0.239073,0
0.038328,0.268362,0.0,0.025562,0.295701,0
0.037166,0.26742,0.0,0.040483,0.232398,0
0.036005,0.266478,0.0,0.043662,0.263475,0
0.036005,0.266478,0.0,0.029995,0.25393,0
0.033682,0.266478,0.0,0.038023,0.269648,0
0.03252,0.268362,0.0,0.028695,0.290246,0
0.036005,0.269303,0.0,0.039562,0.292328,0
0.038328,0.269303,0.0,0.025689,0.280342,0
0.034843,0.26742,0.000122,0.034704,0.212015,0
0.034843,0.266478,0.0,0.030154,0.308763,0
0.034843,0.269303,0.0,0.044181,0.226728,0
0.03252,0.270245,0.0,0.035919,0.238929,0
0.03252,0.271186,0.0,0.036485,0.251848,0
0.031359,0.271186,0.0,0.030173,0.27137,0
0.034843,0.271186,0.0,0.033549,0.248116,0
0.034843,0.270245,0.0,0.027447,0.180363,0
0.034843,0.268362,0.0,0.039342,0.256442,0
0.033682,0.26742,0.0,0.039337,0.189694,0
0.031359,0.26742,0.0,0.03252,0.202469,0
0.033682,0.266478,0.0,0.028443,0.259169,0
0.037166,0.268362,0.0,0.019751,0.255796,0
0.039489,0.26742,0.0,0.038846,0.220627,0
0.038328,0.265537,0.0,0.037294,0.195292,0
0.038328,0.264595,0.0,0.029794,0.201751,0
0.037166,0.263653,0.0,0.020639,0.143544,0
0.039489,0.264595,0.0,0.027601,0.219264,0
0.038328,0.264595,0.000122,0.036953,0.200746,0
0.037166,0.266478,0.000122,0.035442,0.223498,0
0.037166,0.26742,0.0,0.035601,0.220268,0
0.041812,0.266478,0.0,0.033628,0.220125,0
0.042973,0.268362,0.0,0.035672,0.206488,0
0.044135,0.26742,0.002333,0.029345,0.139597,0
0.042973,0.26742,0.0,0.041315,0.221704,0
0.041812,0.266478,0.0,0.033413,0.175842,0
0.04065,0.265537,0.0,0.037561,0.201895,0
0.042973,0.265537,0.0,0.026044,0.252853,0
0.041812,0.264595,0.0,0.025539,0.255365,0
0.044135,0.265537,0.0,0.045654,0.198809,0
0.045296,0.266478,0.0,0.047408,0.149717,0
0.044135,0.26742,0.0,0.042774,0.185674,0
0.042973,0.268362,0.000122,0.035709,0.148066,0
0.045296,0.26742,0.0,0.040544,0.200316,0
0.042973,0.268362,0.000122,0.063076,0.169884,0
0.041812,0.268362,0.0,0.043821,0.166511,0
0.042973,0.26742,0.0,0.041811,0.18754,0
0.04065,0.269303,0.000122,0.040586,0.183091,0
0.04065,0.270245,0.0,0.043228,0.159262,0
0.041812,0.269303,0.0,0.043143,0.151511,0
0.038328,0.270245,0.0,0.053556,0.246968,0
0.037166,0.270245,0.0,0.0432,0.187684,0
0.036005,0.270245,0.0,0.042157,0.218043,0
0.036005,0.269303,0.0,0.059682,0.251274,0
0.034843,0.268362,0.0,0.051312,0.208067,0
0.034843,0.268362,0.000244,0.041839,0.235771,0
0.034843,0.269303,0.000244,0.038262,0.261968,0
0.03252,0.270245,0.0,0.03548,0.283069,0
0.030197,0.268362,0.0,0.031641,0.208498,0
0.030197,0.268362,0.0,0.055894,0.212302,0
0.029036,0.268362,0.0,0.039833,0.225292,0
0.027875,0.286252,0.000122,0.033988,0.199885,0
0.027875,0.286252,0.0,0.025862,0.205268,0
0.029036,0.26742,0.0,0.04499,0.193354,0
0.029036,0.268362,0.0,0.054552,0.157683,0
0.030197,0.270245,0.0,0.039959,0.140817,0
0.030197,0.270245,0.0,0.036209,0.207924,0
0.030197,0.270245,0.0,0.043574,0.165722,0
0.030197,0.271186,0.000122,0.04348,0.181727,0
0.029036,0.272128,0.000122,0.045299,0.160769,0
0.029036,0.271186,0.0,0.050812,0.194143,0
